"SampleID","Group","Gender","Protein1","Protein2","Protein3","Protein4","Protein5","Protein7","Protein8","Protein9","Protein10","Protein11","Protein12","Protein13","Protein14","Protein18","Protein19","Protein21","Protein22","Protein23","Protein25","Protein26","Protein27","Protein29","Protein30","Protein31","Protein32","Protein33","Protein34","Protein35","Protein36","Protein37","Protein38","Protein39","Protein40","Protein41","Protein42","Protein44","Protein46","Protein47","Protein48","Protein49","Protein50","Protein51","Protein52","Protein53","Protein54","Protein55","Protein57","Protein58","Protein59","Protein60","Protein61","Protein63","Protein65","Protein66","Protein67","Protein68","Protein69","Protein70","Protein71","Protein72","Protein74","Protein75","Protein76","Protein77","Protein78","Protein79","Protein80","Protein81","Protein82","Protein83","Protein84","Protein85","Protein86","Protein87","Protein88","Protein89","Protein90","Protein91","Protein93","Protein94","Protein95","Protein96","Protein97","Protein99","Protein100","Protein102","Protein103","Protein104","Protein105","Protein106","Protein107","Protein108","Protein109","Protein110","Protein112","Protein113","Protein114","Protein115","Protein116","Protein117","Protein120","Protein121","Protein122","Protein123","Protein124","Protein125","Protein127","Protein128","Protein129","Protein130","Protein131","Protein132","Protein133","Protein134","Protein135","Protein136","Protein137","Protein138","Protein139","Protein140","Protein141","Protein144","Protein145","Protein146","Protein147","Protein148","Protein149","Protein151","Protein152","Protein153","Protein154","Protein156","Protein158","Protein159","Protein160","Protein161","Protein162","Protein163","Protein164","Protein165","Protein166","Protein167","Protein168","Protein169","Protein170","Protein171","Protein172","Protein173","Protein174","Protein175","Protein176","Protein177","Protein178","Protein179","Protein180","Protein182","Protein183","Protein184","Protein185","Protein186","Protein187","Protein189","Protein190","Protein191","Protein192","Protein193","Protein194","Protein195","Protein196","Protein197","Protein199","Protein200","Protein201","Protein202","Protein203","Protein204","Protein205","Protein206","Protein207","Protein208","Protein209","Protein212","Protein213","Protein214","Protein215","Protein216","Protein217","Protein218","Protein219","Protein220","Protein221","Protein222","Protein223","Protein224","Protein226","Protein227","Protein228","Protein230","Protein231","Protein232","Protein233","Protein235","Protein238","Protein239","Protein242","Protein243","Protein244","Protein245","Protein246","Protein247","Protein248","Protein249","Protein250","Protein251","Protein252","Protein255","Protein256","Protein257","Protein258","Protein259","Protein260","Protein261","Protein263","Protein264","Protein266","Protein267","Protein268","Protein269","Protein270","Protein271","Protein274","Protein275","Protein276","Protein279","Protein280","Protein281","Protein283","Protein285","Protein286","Protein287","Protein288","Protein289","Protein291","Protein292","Protein293","Protein294","Protein295","Protein296","Protein297","Protein299","Protein300","Protein301","Protein302","Protein306","Protein307","Protein308","Protein309","Protein310","Protein311","Protein312","Protein313","Protein314","Protein315","Protein316","Protein317","Protein318","Protein319","Protein320","Protein321","Protein322","Protein323","Protein324","Protein325","Protein326","Protein327","Protein328","Protein329","Protein330","Protein332","Protein333","Protein334","Protein335","Protein336","Protein338","Protein339","Protein340","Protein341","Protein342","Protein343","Protein344","Protein345","Protein347","Protein348","Protein349","Protein350","Protein351","Protein353","Protein354","Protein358","Protein359","Protein360","Protein361","Protein362","Protein363","Protein365","Protein367","Protein368","Protein369","Protein370","Protein371","Protein372","Protein373","Protein375","Protein377","Protein378","Protein380","Protein382","Protein383","Protein384","Protein385","Protein387","Protein389","Protein390","Protein391","Protein393","Protein394","Protein395","Protein396","Protein398","Protein399","Protein400"
1,"Treated","Female",13.3950589859909,13.9837368562049,13.5454731921684,18.07083038,15.08063649,16.92785933,17.11366659,16.28448837,19.00247423,14.68188008,15.4923345746796,13.54438596,18.48841665,14.03685702,18.80709477,17.90236935,16.68451754,15.68435652,17.28595699,15.52195899,16.21249571,19.6798722,18.49999177,18.18603717,17.66166542,16.86426556,16.55669846,18.57176492,16.50748114,17.66305053,14.64244346,18.15438686,19.47462782,17.03269606,16.87832197,15.32222966,14.238308,14.69503957,19.25478915,14.58650748,13.46238901,12.5611709517004,18.06480508,15.6896582,17.13030565,15.87546935,19.65214744,15.019295571567,16.56016031,12.58476628,19.36857558,14.8890979352099,15.3441443637069,15.19331347,16.34186597,16.63287904,19.36122549,16.0044474,16.11719963,14.5027122723171,15.9137560725259,14.20223341,13.11740367,15.67695539,14.86328724,18.66474392,17.89618055,15.69431209,17.70988064,18.53930906,18.88575269,16.75191637,15.15459783,15.28314038,15.73147135,16.4452860361504,18.47553902,17.49436234,16.39403023,16.8301451,15.03066193,16.23118399,15.42057314,15.51327769,15.71486283,20.25460052,16.21376159,17.44236823,14.77059948,19.15313334,18.90204071,13.899271315742,14.54222928,13.66320929,15.83617978,15.6628561082041,15.76606911,16.4095275,17.83548398,15.9026936302879,17.5761695,15.60924732,17.29977341,18.98266842,19.4367886,15.05317018,14.9146227769975,18.63137175,17.50791656,15.3115777,17.24463061,15.01409917,14.2875087367425,15.73632124,19.35537988,14.2942998218956,14.7935241175313,14.7537381822425,16.80311404,19.03990326,15.5414677,18.53206462,17.2982925,18.50193371,14.79981523,12.98720809,18.87583487,17.78350114,19.49046057,13.21805218,16.37711332,17.04010881,16.00304728,16.42499799,14.03504089,14.32724428,16.10854315,14.88083444,16.20651468,18.29797873,18.33318814,17.32503545,18.6049146,15.25471434,17.40704058,14.9741176044765,18.1364079,16.14202412,16.19074568,19.54514962,15.64089517,15.87898388,17.3172446,16.67338004,16.36024698,13.54881688,17.28959893,15.9316059,16.41561587,16.77979489,21.76571965,18.69664393,14.47409403,15.88064432,17.47990157,18.04397132,18.01018054,13.8730099593808,19.41256801,14.09358268,18.79312746,16.79247793,19.00821623,20.46520289,20.36307125,15.1382604,14.62711534,16.23812945,19.51044159,16.69744947,14.14269037,16.25705255,14.1021636,16.77164439,15.58388741,18.35733906,14.8112663,19.70794132,16.77633783,15.30710608,16.31634889,15.98863362,13.1774589,14.3358212876617,19.2661733,15.24943917,14.53866892,14.60373216,16.56160636,18.38931461,16.14576754,16.95273856,15.88690761,16.40287075,16.74874306,20.540255,17.64330735,16.69949634,16.28503907,18.07990664,14.36724778,13.4019225872216,19.05900369,17.03640212,16.4519566,19.97119141,13.32057109,13.18974878,16.01613567,15.6339424348261,20.43237328,14.38639244,22.20179785,16.14988339,16.2944983,18.72429453,13.64959401,13.8719518690121,19.06238185,15.7189531,15.39860961,13.78159391,13.80646026,18.42488388,15.2811494888619,17.203222,20.06613286,17.27872254,16.90745628,14.4658929316152,14.6953437970112,17.17474677,15.88794139,15.57556645,15.87570916,17.8038458,14.89836,18.66013593,17.44479071,17.68137778,15.7041308,16.53795651,15.0922712882352,12.35139807,16.86975229,17.84765049,18.24370083,17.91726976,15.88890716,18.69525115,14.2653722206398,14.922525047064,14.998368090814,14.68080277,15.95795692,19.64871287,15.63062973,15.48667964,18.42575292,14.51902131,15.37678042,15.5846994,15.2296426199253,15.72396538,14.994711,15.2059514150854,15.1253996523901,17.85500767,14.25136529,11.97805706,18.57188217,19.3655839,14.0695783,16.27850105,15.28287059,16.4494714,15.41306694,19.05615351,13.6964357348369,15.41124407,15.07219121,16.108088,19.65304395,17.50575506,19.04607941,12.4692176394601,17.24554978,15.94896909,15.2986926552929,14.928795,17.19206242,20.29087019,18.28147582,16.64873141,21.03289327,14.49260044,18.57564474,14.39908955,16.86718525,16.18190283,16.56812835,16.91969747,18.74274564,15.31398559,15.36978168,21.00149791,16.98520735,18.5553677,15.3417238,15.31204919,14.6338057749059,17.68648781,18.30416434,19.71856507,15.49289917,13.42643284,14.49609655,14.96564563,14.13290873,18.56325262,15.6945749
2,"Control","Male",13.59797645,14.11378192,13.20315698,18.29630748,14.39476194,17.29491906,16.78938151,16.74898683,16.20822612,14.28638106,15.08902119,13.6795681,18.84741624,14.33021084,18.50849055,16.43933845,16.46254873,15.3779768,17.12669028,13.31502078,15.94959812,19.48623023,18.29200633,18.39627039,17.68161465,13.84513441,15.93931507,18.09641437,17.4808554,16.70713742,14.10338026,18.15110606,20.89373424,14.57954086,16.73128596,14.38335211,15.23957699,14.1387394,18.8129001,14.44088281,13.85242238,14.51957089,17.68397178,15.97162134,18.30084963,14.886228,19.52551706,14.83012122,15.4829118,11.81943656,19.69024898,14.99010137,15.89474174,15.29839924,15.26927141,16.54522366,18.6497912,15.82227076,15.60484848,14.38726498,15.97573431,13.90553516,12.74167189,15.3598974,13.79117983,19.21531994,18.05543993,15.66673154,17.41977932,19.72881635,18.67150432,16.45141431,14.30634473,15.87453659,15.70635682,16.53820916,20.01295367,16.07687444,17.76809773,18.18687711,14.51817273,15.9308849,17.11219701,15.77299318,15.03501478,20.20972804,16.14689145,17.63396564,14.33512578,18.60472018,19.99941278,14.29514287,13.26005569,14.29005588,15.13823283,17.27209159,14.4582818,16.42969457,18.39193839,15.25990079,18.03423055,15.37481341,17.18067921,17.69199549,18.91105638,14.14993797,15.2414868,17.88983669,18.44682571,14.69612394,17.13489247,14.17805392,15.63132091,13.55427022,18.35218598,13.9085119746709,15.03997278,15.14711092,16.66440832,18.72745237,15.14049294,18.87345616,17.56460995,18.56287191,14.49922254,13.84177182,18.89420747,17.51287221,19.38226781,12.30118943,16.68653211,17.20351617,15.31083532,16.46282073,13.42858532,14.9913472,15.80354731,14.00272463,16.12442071,17.736218,19.23713034,17.91890925,18.83336128,14.25159068,17.27470338,14.70681488,18.48536329,16.06381864,15.66307224,19.61856594,15.39267894,16.05533471,17.37141408,16.55725702,15.95165105,14.1163948,14.78697758,16.06942163,16.18109712,16.80414444,21.60770552,18.37586728,14.08194968,15.02046905,17.95168522,18.48199726,18.00885057,12.60560314,18.71990565,13.60538832,19.34221257,15.87478254,18.90272487,20.68224677,22.11089843,14.7974891,16.62343167,18.25905319,18.52395433,15.08952647,13.85824051,15.85215537,14.42118188,15.78529445,16.1586141,17.39494986,14.11030838,19.66651627,15.26157832,15.29078804,17.04415463,15.96827229,12.77959299,13.80772376,17.81883296,14.83507287,13.29062965,14.77158036,16.45086555,17.9953351,16.50761932,16.75281176,15.48741572,15.80954391,16.83489717,19.81798126,18.30553847,14.74141247,15.78162326,17.89063752,14.063367,14.35642084,18.96058869,16.94854008,15.56301367,19.28961112,12.6134508280193,14.13541062,15.97678033,15.38581395,20.59272504,14.29970155,20.27007547,15.79513705,16.11499448,19.60355595,12.41280131,13.72706291,19.05802026,15.13080895,14.96475784,14.84179466,12.78200471,18.58010581,15.5776097,17.3130149,21.15742428,17.92827876,16.36327946,14.1262556,14.62884363,16.62950227,14.45057765,15.08787551,15.16423172,17.81467879,15.2692755,19.99541556,15.80827684,17.1249562,15.91772549,14.5988548,15.13556054,14.6715698,16.56047251,16.93381534,19.31569534,18.5969621,17.59426688,18.3773186,14.65385252,13.59994488,15.68407134,14.2776004,15.66229732,19.6622442,16.55850232,15.17864043,16.38349977,13.97177665,14.92707978,15.68835353,17.02712798,14.41217855,16.01633962,14.98683002,15.07772176,18.16383133,15.14953954,12.76907478,20.03820893,19.54665987,14.12994681,16.13813442,14.51027575,15.50964266,14.23938703,19.31066055,13.90098065,15.06898461,14.28505258,15.85513766,20.52769979,17.59931502,18.76051605,12.07628881,17.56741233,15.8125161,17.13232638,15.07140807,17.25475881,19.829429,18.4726233,16.67505903,21.27839363,14.66510873,18.63207457,14.41272388,16.06110861,16.46556814,15.50265238,16.73491626,18.94921505,13.24491924,15.23050108,17.21549081,17.13057664,17.95489171,15.35233774,14.81639047,15.02369829,17.64522922,17.80940353,20.07110031,14.01350406,13.51506325,14.21237462,13.06010678,12.63740165,18.42814232,17.72010785
3,"Control","Male",13.39485233,13.78360863,13.3292573226191,18.18457797,14.8354439,17.83891872,16.81885244,16.52796641,17.18102377,13.97837223,15.79538875,13.84826573,18.36498684,14.64464725,18.62959161,17.49677895,16.65836213,15.32928969,17.21454497,13.59930327,16.01447676,19.50456402,18.08402806,17.97344007,18.77231182,15.59862322,16.67589842,18.61087605,18.45955537,16.92346387,13.95887716,17.70298828,20.41823825,15.18211484,16.25961886,14.2333216186708,14.6408708,14.85413945,19.79199215,14.67209123,12.97848535,13.6658526503995,17.74576721,15.83927751,18.34203249,15.87465907,18.90294747,14.89550487,15.33108065,12.53729423,19.75923946,14.43788694,16.02470443,15.15345575,15.62581452,17.18895457,18.62727986,15.33792042,15.35633338,14.09711749,16.21577302,14.10110954,12.89937396,15.56036908,14.46652677,19.28451455,17.97709335,15.60503586,17.54131936,18.70857914,18.81325887,16.8079799,15.38549279,16.02538694,15.97439024,16.23087106,18.50170575,16.33905605,18.63440257,17.50623933,14.68272238,15.62653501,16.3327418,15.79199269,15.17919599,19.91960369,16.23822587,17.2134435,14.60218143,19.21048673,19.7568189,13.4345228,13.07358975,13.66752513,16.62442655,16.45754141,14.87631188,16.45267891,18.46767811,15.93691938,18.19293432,15.63560955,17.6495687,18.3513803,18.73801923,15.20590518,14.61629253,17.87923642,17.51795318,14.87211148,17.55530354,15.64566579,15.35342862,14.31027273,18.95458777,14.01111703,14.56586985,14.80320453,17.09019302,18.42170101,15.04313012,18.34937245,17.3240485,19.26203129,15.07510943,13.37466994,18.93756954,18.54360878,19.41900567,13.8663218,17.73755502,18.11369555,16.07805347,17.16739489,13.85502299,14.394969,16.41159096,14.31497553,16.00891851,17.98673884,18.85656317,18.26926716,18.6200279,14.91415537,17.50450086,14.88485135,18.374363,15.85815862,15.92740324,18.78178458,15.35445469,15.82065671,18.02051622,17.81102032,16.37186337,13.73809989,15.74117877,16.59373621,16.14601353,16.36200908,21.56863597,18.14919221,14.09018642,15.13309793,17.73618241,18.40213172,17.82868092,14.06213966,19.71170101,14.24965666,20.23671063,16.41076254,19.1995622,20.53070824,21.85621062,14.8906734,15.42989052,16.99260995,19.05525588,15.15624796,14.82494281,15.94351697,14.15606154,16.23043942,16.03204111,17.26577061,14.17926574,20.05567109,16.13495168,16.14705079,16.95191125,15.72715683,13.015614,14.18452938,18.20556796,14.92293533,13.19870878,14.22671086,16.30375777,18.15661426,17.13681548,17.09806553,16.423543,16.03371651,16.45288819,20.94862363,18.36201073,14.34149303,15.49583556,17.69056555,14.05915872,14.32708982,18.6045428,15.95671871,15.77724488,19.57526717,13.20404562,14.01378692,15.80689013,15.19478041,20.35396667,14.8249669,21.67214307,15.51663637,15.88640947,18.87127748,12.83520224,13.2103113907703,18.90788678,15.49707018,15.76898603,14.55336454,13.3433406,18.12794203,15.68268773,16.98310216,20.53809562,17.35703441,16.68497484,14.3967829,14.37608864,16.74419397,14.5430996,15.02110651,16.04534875,17.6432451,14.74083775,19.42870704,15.92253136,17.19037453,15.99144192,15.3824417,14.89102493,13.8625494830824,15.99780057,17.30608686,18.95732006,17.72740821,15.7500118,18.88711196,14.32963312,14.32957654,15.11975903,15.01691299,16.62130775,19.39168684,16.29338648,15.08690992,17.13693145,14.65511903,15.28767811,16.25510739,17.07957892,14.17133717,15.15519382,15.16240396,14.70434317,17.57958734,15.56387757,12.35455351,19.54457113,19.04905351,14.03283968,15.97548689,15.23991075,15.70255039,14.51222838,18.99772795,15.28051195,14.88768913,14.30196589,15.77422226,20.24011057,17.2481776,18.42702676,11.7436955591236,17.86153207,15.52582033,16.55919488,15.03397427,16.96309405,19.96431657,18.3045537,16.41688669,20.86856089,14.69210861,18.3679561,14.03403785,16.10058454,15.91386302,15.73357576,16.80969673,19.64351606,13.91404987,16.0018999,19.01028969,16.53791692,17.91546545,15.16467279,14.32869099,14.93588169,17.43578819,18.0054526,19.97255836,15.15567487,12.98462962,14.76134418,14.2987455879388,13.46041733,18.680861,16.56349694
4,"Control","Female",14.0539626554818,14.8074341,13.84739274,18.30540859,14.1720171323815,17.51903247,16.59698738,17.80073809,17.07683947,14.47133777,15.5151038893836,14.404041388983,18.40270631,14.5097625112993,19.33431795,16.35046395,16.1868367317736,15.79606927,18.77057708,13.11787971,15.79536737,18.72650485,18.67377548,18.47160425,18.96320892,14.971780452444,16.34485919,18.78605425,18.10392867,17.82957873,14.87494983,19.05029904,21.57679199,15.24013431,17.68416655,13.37482098,14.53575534,14.89102028,19.75544301,14.62127919,13.436085379564,14.0548050611531,18.20914894,15.52870705,19.72186922,16.039417,19.49358339,15.41968629,16.31486632,12.76349152,20.08571515,14.8629107170044,16.72841118,14.9582314272168,15.30136545,16.99262642,18.72468361,15.52108471,16.14030998,14.27909368,16.4418167576658,13.60102889,12.86650083,15.31474779,15.04901947,19.14086059,17.82464762,15.71510965,17.41520207,20.10652817,19.08756916,16.59766863,15.01221009,15.72193754,15.55802437,15.82399233,20.03767867,16.88037826,18.20142837,18.53569932,14.63761346,16.1232313190764,15.99992398,15.93384542,14.810673894953,19.65708607,16.86654749,17.33817852,13.89074664,19.45951184,21.1577537,13.7103898375095,13.68127072,13.92946872,15.83909224,17.99135311,15.77184711,17.23017772,18.1422235,15.78160002,18.21559085,15.91586684,17.76582198,18.06247323,18.67221418,13.39735215,14.9830061382656,18.26415409,17.64335733,14.70645735,18.13349223,15.1947795,16.64489646,13.49237374,18.94662421,14.55608574,14.5551159671036,13.9521151022215,16.45484227,18.79960036,16.496416,18.87651662,16.83957507,18.65920134,14.82294394,13.72109323,19.14832753,18.3609345,19.49514606,12.92972463,17.90016034,17.31448521,16.23909811,17.93079963,14.4477277290505,14.31344596,15.9913062,14.3012187876945,15.6528688332681,17.88588347,18.60577322,18.55014136,18.97023023,14.37104902,17.68810441,15.141023803869,18.11425043,16.03112099,15.52051508,19.03858711,15.1914665050363,15.78619636,17.25933719,18.34595379,15.80641251,13.94378122,15.7542869,16.51879887,16.99781357,16.91557408,21.56583154,19.10481463,14.87901551,15.58216172,17.97718925,19.11921405,17.84179815,14.24521014,19.25818661,14.47101485,19.71036497,15.76288551,19.59145675,20.5256481,22.10216322,15.25444115,16.1446607705456,18.35696431,18.88387254,15.398479,15.7183168686724,15.42013793,14.1394333795091,15.78881759,16.64530942,18.11419723,14.05434787,19.79078426,15.31797225,15.6977520725194,16.80130308,16.01578598,12.04929564,14.3012515262623,18.26977424,14.50923048,13.24961957,14.3934471947187,17.57790647,18.29628287,17.26033061,17.21093682,17.20933775,16.69344804,17.029885,20.66835442,18.83969057,14.1923133,15.97794619,16.6444591,14.5118924801697,14.90810954,19.35572723,16.2619413942583,16.11996011,20.00826075,13.17267913,14.42499979,16.69221637,15.52757312,20.20951973,13.90188809,20.0900376,16.29290613,15.54447143,19.09289179,12.98141462,13.02230656,19.30088474,14.82825533,14.90144319,14.49063351,13.2223409911721,18.49619894,16.44179249,16.86767472,20.93952264,17.72272716,16.64230755,14.50709999,14.38837221,17.03204076,15.35793507,15.101639386001,14.07909879,18.54416588,14.7896756339,21.25662326,15.23456295,17.69747947,16.73014768,15.67054164,15.76564443,14.4256242560331,16.35058264,17.95820525,19.20780598,18.34762826,17.5655352376939,18.86203955,14.70497695,14.14901931,15.20126436,15.28358534,16.01235611,20.67298573,17.18007419,15.29385956,16.49983753,14.4869852,14.58188232,15.8845193195895,17.84550581,13.74734232,15.18007071,15.29322065,15.23212813,18.13503081,15.62246004,12.8837918806326,19.84677763,19.09468482,14.2848574,16.39126595,14.9365581325836,15.81846377,14.5507440223735,19.63707706,15.43726022,15.7820586421972,14.1796575,16.21040101,20.30614078,17.17175577,18.8428044,12.63141414,17.97941203,15.72279964,16.47821144,13.71801569,17.37510359,20.25912193,17.85892253,16.16981206,21.99420678,14.34219931,18.43904384,14.01830952,15.68869214,16.4435866548439,16.58972723,16.8371899,18.95390108,12.72152401,15.81524282,17.89276681,16.95696075,18.43578812,15.9680245011224,14.2581696284916,15.7245510292187,18.06438331,18.16060441,21.25998104,14.1538289172989,13.49186371,14.40931854,15.3341320687955,13.19597002,18.77235059,18.20177538
5,"Control","Male",13.49301421,14.03340494,13.73056372,17.97824192,14.11693271,17.23430196,16.93995132,17.13256537,16.60522499,14.04616577,15.4926376074884,13.14473177,18.9482628,14.4903308,18.86877301,16.71195715,16.82128513,15.56364852,17.53102723,13.37820981,15.84611918,19.11109018,18.67844009,18.5057978,17.57184209,14.35024232,16.10761865,17.82172185,16.51289177,16.92282907,14.31868686,18.36297598,20.9662666,15.00464062,16.53873219,13.95168526,14.85079899,14.35784023,19.56770015,14.01299578,13.42740331,15.2001001,18.04784663,16.09695407,18.85864225,15.59770711,19.3377199,14.29056398,15.62211255,12.10298048,19.83958199,15.13370596,15.05186571,15.33862982,15.23813226,16.62636274,18.86302097,15.49676893,15.74305916,13.72035843,16.31076591,14.15885081,13.27209705,15.02277187,13.81065174,19.5165365,18.36725622,15.2748113,17.14055822,19.78636505,18.63743022,16.41229867,15.03718184,15.5868720719959,15.55780228,16.77000937,20.58378772,15.85346161,16.86410429,18.08389845,15.33313526,16.14417541,15.74847159,15.21479577,15.19104189,19.77842443,16.07465808,17.17544629,13.74759629,18.63804136,20.06300647,13.56647642,12.94663508,12.03903908,15.82485761,17.05011519,14.91725414,16.10139226,18.26780137,16.19316549,18.11061324,15.97589101,16.72198763,17.73447859,18.97151517,14.0559941545048,15.48533402,17.47574628,18.27199653,15.33174659,16.87583038,14.90035431,15.5078984,13.1077386733676,18.94643814,13.88365422,13.43249227,14.6343820381014,16.72052567,18.66974888,15.09356913,18.74110836,17.07717681,18.55753939,14.9364765,13.29188314,18.77638843,17.41357591,19.74174485,13.45289995,16.66564411,17.3168527,14.98132943,15.53876707,13.7541894379669,14.52668885,16.42562934,14.07882223,15.67317476,17.71820137,19.17869532,17.64428149,18.94481975,13.72497407,17.7758397,15.0838848,17.95285927,16.01232579,15.6631854,19.62720078,15.30038291,15.80607789,17.69926474,16.19038387,15.93881263,14.36028549,14.74291298,16.26640608,16.52585764,17.06303437,21.80314491,17.59581551,14.06846899,15.28374758,17.78022713,18.03826981,18.06987189,15.4748906,18.42346488,14.13032412213,19.930785,16.08351766,19.24941623,20.61780304,21.34731417,15.13127928,17.02904186,17.85613023,18.24428698,15.09830668,16.43815583,15.05811679,14.28273989,15.95929479,16.25499727,16.76578583,13.8617291,19.79314815,15.3924328,15.8271650625122,17.46649416,16.25985617,12.02202712,14.13394582,17.99789388,14.37268731,12.72145384,14.45925612,16.46907651,17.81495486,17.11113003,16.48971677,14.72086933,16.28398932,16.66481665,20.88846475,18.51961917,14.09171431,15.90310072,17.72734922,14.14726241,14.26056521,18.89516887,15.99061288,15.66202506,19.59012414,12.6738903459177,14.8064121,15.83951815,15.53695585,20.03208952,14.77325861,20.34543267,15.57479155,15.39106303,19.23327344,12.7056916035607,13.50685886,19.00694493,15.00961885,14.56618826,14.47651931,13.28269984,18.70354332,15.47051935,16.99098015,20.85612095,17.21891834,16.32372439,13.71322693,15.17293048,16.36092381,15.35506601,15.34218915,14.63264802,18.11411821,15.25668003,19.9188702,15.40915174,17.39295732,15.09124987,14.8322894,15.22711848,13.79511999,16.40402524,16.68072592,19.23040558,18.27776477,17.88327159,18.42665582,14.2521608544266,14.26576249,14.99972452,14.2203255122995,16.12819578,19.89705389,16.65747473,14.59406561,17.31771684,13.98047573,15.29357204,15.9184834,16.86707665,13.87037785,14.83293608,15.24450287,14.5243461361734,17.65248507,17.16160546,12.87507965,19.98794929,19.10139596,14.01611883,16.03664044,14.41895752,15.29421932,14.5185877,19.25808774,13.53277049,15.54561982,13.67716879,16.23438468,19.94903018,17.13147823,18.74134803,11.85355326,17.73919462,15.68168169,16.8339323,13.82644534,17.33584967,20.05985653,18.19678986,16.48322334,21.25218396,13.84087724,18.58156125,13.60168214,16.13231359,16.4224381,15.47552752,16.49376655,18.71284235,13.04087947,14.99364435,17.23582565,17.03150774,18.25966541,15.66084095,14.41459052,15.07981442,17.67683979,18.63281311,20.7663843,14.27239391,12.62594687,14.22577451,13.70623012,13.0343366,18.40038214,17.58558755
6,"Control","Male",13.83683155,13.89276022,14.56984299,18.12591068,15.30563568,17.16006627,17.16543697,16.28678415,16.44672308,14.5398403,15.71603159,13.12237532,18.50397214,13.80033494,18.732398,17.72376758,16.76658287,14.91872491,17.109709,13.2864358195164,15.65044261,19.94570855,18.44447012,18.18621415,17.90594194,13.83932735,16.27838904,18.78080949,16.25994877,16.72290244,13.39103139,18.55847885,19.45194397,14.74704089,15.90156328,14.08313839,14.56063185,15.16969908,19.81749407,14.29185829,13.77406734,12.49816543,18.42128081,16.09132354,17.33224763,15.37184479,19.65982814,14.67998729,15.57061219,12.55633012,19.9562167,14.89172617,16.41693729,15.25038551,15.90210623,16.87177119,18.80829809,15.44331095,14.96373216,14.12571687,16.26249173,14.40947782,13.51310483,15.3219983,14.02227677,20.15285848,17.70581432,16.2511036,17.90940736,18.46329277,19.43357989,17.14593314,15.2133629,14.28313198,17.0182017,16.53638987,18.41519192,15.09023005,17.18500836,16.58927747,14.46201365,15.65948893,16.13628792,15.65136969,14.7633466,20.4551906,16.80247489,18.0082387,14.93841753,18.46061528,18.72207222,13.99780727,12.70358667,11.24428351,16.28722039,15.67374992,14.09794925,15.89691862,19.03473259,15.87893025,18.95483269,15.24077463,17.93879635,18.3064019,19.29022108,14.28169036,14.91829291,17.27705874,18.28252363,15.22852972,16.79634518,14.93302337,14.61428007,13.3235243276366,19.32935905,14.29889874,14.64886269,15.16943129,17.17880585,19.35010709,14.7927262,18.4544536,17.66425564,18.52503819,15.08068396,13.64796659,19.26733801,17.95957328,20.2207735,13.00952853,16.51196436,17.13297192,16.12132606,15.19632948,13.22694218,14.62550623,16.3699436,13.71458685,15.7427964,18.32437709,18.77768992,17.25662779,18.7187014,14.69134086,17.44735591,14.31196629,19.03512505,16.01893424,16.20457698,19.38601892,15.85059593,15.45214194,18.17900773,15.89443995,16.14217117,14.61015141,14.7630303,16.06995517,16.16398281,15.88024805,22.01487083,17.44909755,14.92798966,14.96821383,18.14787546,17.91302895,17.88719369,13.21202928,19.67500797,14.34901313,19.34998001,15.9361616,18.6365433,21.00417448,20.09882928,15.22444462,15.08772426,16.0440237,18.66180863,14.71550406,13.53969418,16.1786697,14.40617397,16.09514284,15.47511494,15.8223772,14.34768551,19.70716619,15.86140471,15.06925775,17.2267658,15.4062498,12.89905645,14.28805075,17.52583345,14.65199086,13.94321187,13.58926225,16.44235162,17.18153824,16.99383921,17.36819705,14.96437161,16.60700742,17.37137068,21.12357419,17.86594606,14.46832234,15.29978605,18.40082917,13.83694311,13.6315700825419,18.60229608,15.65026952,15.68998873,19.93377399,13.88053147,14.51532435,15.61100236,15.74631069,20.69545525,15.1396784254197,21.79442968,15.44196842,16.09551227,19.18989227,12.68422654,13.55627018,18.95178797,15.48946077,15.07195146,15.04947047,13.8975459334164,18.22854818,14.76083388,17.70054792,20.15709383,18.14754511,16.27219529,13.33008615,14.5015341,15.82972886,15.11562552,15.87734588,15.89623255,17.88553927,15.24609177,18.39617145,15.35263742,17.4097781,15.20625622,14.7712546,14.58648816,13.68915446,16.22268383,16.36172739,18.21801544,18.83711585,15.8068087,19.76653379,14.51242075,14.61739167,15.10019729,14.71490488,16.41104963,19.22633507,15.47274913,15.0030941,16.04452025,14.44772315,15.27140684,15.62499716,15.55339282,14.17058548,14.69875262,14.96224488,14.30732472,17.80756613,14.74307429,12.62070895,18.94597533,19.83970892,15.18054324,16.26639435,14.97920231,15.32985513,15.59533633,19.43460707,13.37621421,15.09371941,15.20714871,16.41299753,20.50437175,17.62553421,18.33959635,11.95874385,17.65123718,15.28188447,14.71986047,14.64960915,17.37741713,19.22090638,18.73033579,16.95794774,19.74903298,14.37943419,19.29093861,13.79988076,16.38782815,16.07299475,14.53277984,17.18434737,19.10837781,13.81533778,16.45409308,17.32194678,16.91307925,18.45081649,14.85098787,14.95625396,15.31978341,17.60132693,18.53942133,19.3000302,15.00138867,14.3357310189086,14.40813937,13.4464657,13.4610530896432,18.82384923,16.06214149
